sector_id,original_inventory_sector,unfccc_annex_1_category_code,unfccc_annex_1_category_notes,unfccc_annex_1_category_is_subset,unfccc_annex_1_category_subset_fraction,unfccc_annex_1_category_subset_estimation_method,reporting_entity,climate_trace_sector
3081,Waste and sewage : Burning or recycling of animal carcasses and losses : 108 Production of prepared food for animals,2.H.2,,,,,isreal-prtr,other-manufacturing
3082,Waste and sewage : Non-hazardous waste : 382 Garbage and waste treatment and disposal,5.A,,,,,isreal-prtr,solid-waste-disposal
3083,"mineral industry : Asphalt production : 2399 Manufacture of other products from non-metallic minerals, n.e.c","2.D.3.b, 2.D.3.c",,,,,isreal-prtr,other-manufacturing
3084,Waste and sewage : Non-hazardous waste : 3821 Treatment of non-hazardous waste materials and their disposal,5.A,,,,,isreal-prtr,solid-waste-disposal
2234,"Energy industries : burning fuels : 351 Production, transmission and distribution of electricity",1.A.1.a.i,,,,,isreal-prtr,electricity-generation
2235,"Energy industries : Production and processing of fuels : 35 Supply of electricity, gas, steam and air conditioning (refrigeration)",nan,,,,,isreal-prtr,nan
2236,Waste and sewage : Wastewater treatment or disposal : 371 wastewater treatment facilities,5.D,,,,,isreal-prtr,wastewater-treatmet-and-discharge
2237,Waste and sewage : burial : 3900 maintenance activities and other services for the treatment of garbage and waste,5.A,,,,,isreal-prtr,solid-waste-disposal
2238,"mineral industry : Quarrying and mining : 081 Quarrying stone, sand and material",1.A.2.g.iii,,,,,isreal-prtr,"rock-quarrying, sand-quarrying"
2239,metals : Processing of non-Brazilian metals : 2432 Casting of non-ferrous metals,1.A.2.g.viii,,,,,isreal-prtr,other-manufacturing
2374,Waste and sewage : Non-hazardous waste : 3830 Recycling (recycling) materials,5.A,,,,,isreal-prtr,solid-waste-disposal
2240,Waste and sewage : Waste transfer station : 390 maintenance activities and other services for the treatment of garbage and waste,5.A,,,,,isreal-prtr,solid-waste-disposal
2241,Waste and sewage : Waste transfer station : 38212 Transfer station for non-hazardous solid waste,5.A,,,,,isreal-prtr,solid-waste-disposal
2242,food and beverage industry : Production of food and beverage products : 1050 Production of dairy products,1.A.2.e,,,,,isreal-prtr,other-manufacturing
2243,mineral industry : Asphalt production : 23991 Asphalt creature,2.D.4,,,,,isreal-prtr,other-manufacturing
2244,Waste and sewage : hazardous waste : 3822 Treatment of hazardous waste materials and their disposal,5.A,,,,,isreal-prtr,solid-waste-disposal
2245,"metals : Brazilian metal processing : 2591 Metalworking and plating, forging, pressing, shaping, stamping and rolling of metals; Powder metallurgy",1.A.2.g.viii,,,,,isreal-prtr,other-manufacturing
2246,Waste and sewage : Non-hazardous waste : 38213 Composting site or other treatment of organic waste,5.A,,,,,isreal-prtr,solid-waste-disposal
2247,metals : Brazilian metal processing : 259 Manufacture of other metal assembly products; Metalworking activities,1.A.2.g.viii,,,,,isreal-prtr,other-manufacturing
2248,metals : Brazilian metal processing : 2431 Iron and steel casting,1.A.2.g.viii,,,,,isreal-prtr,other-manufacturing
2249,"metals : Processing of non-Brazilian metals : 2591 Metalworking and plating, forging, pressing, shaping, stamping and rolling of metals; Powder metallurgy",1.A.2.g.viii,,,,,isreal-prtr,other-manufacturing
2250,food and beverage industry : Production of food and beverage products : 1072 Sugar production,1.A.2.e,,,,,isreal-prtr,other-manufacturing
2251,"food and beverage industry : Production of food and beverage products : 101 Meat processing and preservation, slaughterhouses and slaughterhouses",1.A.2.e,,,,,isreal-prtr,other-manufacturing
2252,food and beverage industry : Production of food and beverage products : 1010 Meat processing and preservation,1.A.2.e,,,,,isreal-prtr,other-manufacturing
2253,Other : water desalination : 362 Desalination,nan,,,,,isreal-prtr,nan
2254,Other : Industrial production of paper and wood : 1702 Production of corrugated paper and cardboard and production of paper and cardboard containers,2.H.1,,,,,isreal-prtr,pulp-and-paper
2255,metals : Processing of non-Brazilian metals : 241 Basic iron and steel production,"1.A.2.a, 2.C.1",,,,,isreal-prtr,steel
2256,metals : Brazilian metal processing : 241 Basic iron and steel production,"1.A.2.a, 2.C.1",,,,,isreal-prtr,steel
2257,"metals : Surface treatment of metals and plastic materials : 2591 Metalworking and plating, forging, pressing, shaping, stamping and rolling of metals; Powder metallurgy",1.A.2.g.viii,,,,,isreal-prtr,other-manufacturing
2258,"chemical industry : Production of organic materials on an industrial scale by chemical or biological processing : 208 Other chemical products industry, for NMA",2.B.11,,,,,isreal-prtr,other-manufacturing
2259,chemical industry : Production of inorganic materials on an industrial scale by chemical or biological processing : 07 Metal ore mining,nan,,,,,isreal-prtr,nan
2260,chemical industry : Production of chemical substances on an industrial scale : 202 Production of pesticides and disinfectants for domestic and agricultural use,nan,,,,,isreal-prtr,nan
2261,"chemical industry : Production of inorganic materials on an industrial scale by chemical or biological processing : 208 Other chemical products industry, for NMA",nan,,,,,isreal-prtr,nan
2262,Waste and sewage : burial : 38211 Non-hazardous solid waste disposal site (landfill),5.A,,,,,isreal-prtr,solid-waste-disposal
2263,metals : Surface treatment of metals and plastic materials : 241 Basic iron and steel production,"1.A.2.a, 2.C.1",,,,,isreal-prtr,steel
2264,Waste and sewage : Waste transfer station : 3822 Treatment of hazardous waste materials and their disposal,5.A,,,,,isreal-prtr,solid-waste-disposal
2265,chemical industry : Production of chemical substances on an industrial scale : 204 Production of fertilizers and nitrogen compounds,2.B.1,,,,,isreal-prtr,other-manufacturing
2266,"Waste and sewage : Waste transfer station : 38 Collection, waste treatment, maintenance services and recycling of materials",5.A,,,,,isreal-prtr,solid-waste-disposal
2267,food and beverage industry : Production of food and beverage products : 1011 slaughterhouses and slaughterhouses,1.A.2.e,,,,,isreal-prtr,other-manufacturing
2268,mineral industry : mineral industry : 231 Production of glass and glass products,2.A.3,,,,,isreal-prtr,other-manufacturing
2349,chemical industry : Production of chemical substances on an industrial scale : 4666 Wholesale trade in chemicals,nan,,,,,isreal-prtr,nan
2350,Waste and sewage : Burning or recycling of animal carcasses and losses : 1014 Loss processing,5.A,,,,,isreal-prtr,solid-waste-disposal
2351,Other : Use of solvents : 261 Production of electronic components and boards,2.D.3.a,,,,,isreal-prtr,other-manufacturing
2352,"Waste and sewage : Non-hazardous waste : 38 Collection, waste treatment, maintenance services and recycling of materials",5.A,,,,,isreal-prtr,solid-waste-disposal
2353,Other : Use of solvents : 1811 printing,2.D.3.a,,,,,isreal-prtr,other-manufacturing
2354,"Waste and sewage : Wastewater treatment or disposal : 360 water storage, treatment and supply",5.D,,,,,isreal-prtr,wastewater-treatmet-and-discharge
2355,Other : Industrial production of paper and wood : 1709 Manufacture of other paper and cardboard products,1.A.2.d,,,,,isreal-prtr,pulp-and-paper
502,Coal Plant,1.A.1.a,,,,,meter,electricity-generation
736,ML Refineries and Terminals,"1.A.1.b, 1.B.2.a.iv",,,,,meter,oil-and-gas-refining
500,CAFO,3.A,,,,,meter,enteric-fermentation
501,Coal Mines,1.B.1.a,,,,,meter,coal-mining
737,ML Storage Tanks,1.B.2.a.iv,,,,,meter,oil-and-gas-refining
739,O&G Well Pads,"1.B.2.a.ii, 1.B.2.b.ii",,,,,meter,oil-and-gas-production-and-transport
726,ML O&G Well Pads,1.B.2.a.ii,,,,,meter,oil-and-gas-production-and-transport
505,Landfills,5.A,,,,,meter,solid-waste-disposal
733,Mines,"1.B.1.a, 1.A.2.g.iii",,,,,meter,all-mining
504,LNG terminals,1.B.2.b.iv,,,,,meter,oil-and-gas-refining
732,NG Storage,1.B.2.b.iv,,,,,meter,oil-and-gas-refining
503,Compressor Stations,1.B.2.b.iv,,,,,meter,oil-and-gas-refining
499,Mining Features,"1.B.1.a, 1.A.2.g.iii",,,,,pangea,all-mining
302,5,6,,False,,,pik-cr,
312,2.A,2.A,,False,,,pik-cr,
299,2.C,2.C,,False,,,pik-cr,
297,2,2,,False,,,pik-cr,
301,4,5,,False,,,pik-cr,
359,2.H,2.H,,False,,,pik-cr,
358,2.G,2.G,,False,,,pik-cr,
298,2.B,2,,False,,,pik-cr,
296,1.B.2,1.B.1,,False,,,pik-cr,
315,2.D,2.D,,False,,,pik-cr,
300,3.A,"3.A, 3.B",,False,,,pik-cr,
295,1.B.1,1.B.1,,False,,,pik-cr,
294,1.B,1.B,,False,,,pik-cr,
293,1.A,1.A,,False,,,pik-cr,
292,1,1,,False,,,pik-cr,
303,M.0.EL,X.3,,False,,,pik-cr,
305,M.AG.ELV,"3.C, 3.D, 3.E, 3.F, 3.G, 3.H, 3.I, 3.J",,False,,,pik-cr,
304,M.AG,3,,False,,,pik-cr,
484,Petrochemicals,"1.A.2.c, 2.B.1, 2.B.8.a",,,,,spatial-finance-initiative,chemicals
485,Pulp and Paper,"1.A.2.d, 2.H.1",,,,,spatial-finance-initiative,pulp-and-paper
486,Municipal Wastewater Treatment,5.D,,,,,spatial-finance-initiative,wastewater-treatment-and-discharge
483,Beef Abattoirs,"1.A.2.e, 2.H.2",,,,,spatial-finance-initiative,other-manufacturing
487,Steel,"1.A.2.a, 2.C.1",,,,,spatial-finance-initiative,steel
463,Cement,2.A.1,,,,,spatial-finance-initiative,cement
488,Coke,1.B.1.b,,,,,spatial-finance-initiative,solid-fuel-transformation
47,3. Solvent and Other Product Use,3,,False,,,unfccc_non_annex_1,
46,2.G Other,2.G,,False,,,unfccc_non_annex_1,
45,2.D Other Production,2.D,,False,,,unfccc_non_annex_1,
44,2.C Metal Production,2.C,,False,,,unfccc_non_annex_1,
43,2.B Chemical Industry,2.B,,False,,,unfccc_non_annex_1,
42,2.A Mineral Products,2.A,,False,,,unfccc_non_annex_1,
41,2. Industrial Processes,2,,False,,,unfccc_non_annex_1,
40,1.B.2 Oil and Natural Gas,1.B.2,,False,,,unfccc_non_annex_1,
39,1.B.1 Solid Fuels,1.B.1,,False,,,unfccc_non_annex_1,
38,1.B Fugitive Emissions from Fuels,1.B,,False,,,unfccc_non_annex_1,
37,1.A.5 Other (Not elsewhere specified),1.A.5,,False,,,unfccc_non_annex_1,
36,1.A.4 Other Sectors,1.A.4,,False,,,unfccc_non_annex_1,
35,1.A.3 Transport,1.A.3,,False,,,unfccc_non_annex_1,
34,1.A.2 Manufacturing Industries and Construction,1.A.2,,False,,,unfccc_non_annex_1,
33,1.A.1 Energy Industries,1.A.1,,False,,,unfccc_non_annex_1,
32,1.A Fuel Combustion - Sectoral Approach,1.A,,False,,,unfccc_non_annex_1,
31,1. Energy,1,,False,,,unfccc_non_annex_1,
30,Total GHG emissions including LULUCF/LUCF,X.1,,False,,,unfccc_non_annex_1,
29,Total GHG emissions excluding LULUCF/LUCF,X.3,,False,,,unfccc_non_annex_1,
60,Marine,7.B,,False,,,unfccc_non_annex_1,
59,Aviation,7.A,,False,,,unfccc_non_annex_1,
58,International Bunkers,7,,False,,,unfccc_non_annex_1,
57,7. Other,6,,False,,,unfccc_non_annex_1,
56,6.D Other,5.E,,False,,,unfccc_non_annex_1,
55,6.C Waste Incineration,5.C,,False,,,unfccc_non_annex_1,
54,6. Waste,5,,False,,,unfccc_non_annex_1,
53,5.E Other,,,False,,,unfccc_non_annex_1,
52,5.D CO₂ Emissions and Removals from Soil,,,False,,,unfccc_non_annex_1,
51,5.C Abandonment of Managed Lands,,,False,,,unfccc_non_annex_1,
50,5.B Forest and Grassland Conversion,,,False,,,unfccc_non_annex_1,
49,5.A Changes in Forest and Other Woody Biomass Stocks,,,False,,,unfccc_non_annex_1,
48,5. Land-Use Change and Forestry,4,,False,,,unfccc_non_annex_1,
